s_bene,genere,nome_regione,nome_provincia,nome_comune,categoria,sottocategoria,provvedimento,quota_confiscata,ufficio_giudiziario,distretto,tipologia_procedura
I-RE-103556-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca I,100%,Tribunale,Bologna,Misure di Prevenzione
I-RE-103557-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca I,100%,Tribunale,Bologna,Misure di Prevenzione
I-RE-103558-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca I,100%,Tribunale,Bologna,Misure di Prevenzione
I-RE-103559-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca I,100%,Tribunale,Bologna,Misure di Prevenzione
I-RE-103561-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca I,100%,Tribunale,Bologna,Misure di Prevenzione
I-RE-103562-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca I,100%,Tribunale,Bologna,Misure di Prevenzione
I-RE-103563-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Terreno,Terreno agricolo,Confisca I,100%,Tribunale,Bologna,Misure di Prevenzione
I-RE-103564-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca I,100%,Tribunale,Bologna,Misure di Prevenzione
I-RE-103565-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca I,100%,Tribunale,Bologna,Misure di Prevenzione
I-RE-103567-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare a destinazione commerciale e industriale,"Magazzino, Locale di deposito",Confisca I,100%,Tribunale,Bologna,Misure di Prevenzione
I-RE-103568-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca I,100%,Tribunale,Bologna,Misure di Prevenzione
I-RE-103569-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca I,100%,Tribunale,Bologna,Misure di Prevenzione
I-RE-103570-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca I,100%,Tribunale,Bologna,Misure di Prevenzione
I-RE-103571-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca I,100%,Tribunale,Bologna,Misure di Prevenzione
I-RE-104154-S,immobili,Emilia Romagna,Reggio Emilia,Bagnolo in Piano,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,Confisca I,100%,Tribunale,Reggio Emilia,Misure di Prevenzione
I-RE-104184-S,immobili,Emilia Romagna,Reggio Emilia,Bagnolo in Piano,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca I,100%,Tribunale,Reggio Emilia,Misure di Prevenzione
I-RE-104185-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca I,100%,Tribunale,Reggio Emilia,Misure di Prevenzione
I-RE-104186-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca I,100%,Tribunale,Reggio Emilia,Misure di Prevenzione
I-RE-104207-S,immobili,Emilia Romagna,Reggio Emilia,Bagnolo in Piano,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,Confisca I,100%,Tribunale,Reggio Emilia,Misure di Prevenzione
I-RE-104210-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca I,100%,Tribunale,Reggio Emilia,Misure di Prevenzione
I-RE-104217-S,immobili,Emilia Romagna,Reggio Emilia,Bagnolo in Piano,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca I,100%,Tribunale,Reggio Emilia,Misure di Prevenzione
I-RE-104224-S,immobili,Emilia Romagna,Reggio Emilia,Bagnolo in Piano,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,Confisca I,100%,Tribunale,Reggio Emilia,Misure di Prevenzione
I-RE-104228-S,immobili,Emilia Romagna,Reggio Emilia,Bagnolo in Piano,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca I,100%,Tribunale,Reggio Emilia,Misure di Prevenzione
I-RE-104234-S,immobili,Emilia Romagna,Reggio Emilia,Bagnolo in Piano,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca I,100%,Tribunale,Reggio Emilia,Misure di Prevenzione
I-RE-104236-S,immobili,Emilia Romagna,Reggio Emilia,Bagnolo in Piano,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca I,100%,Tribunale,Reggio Emilia,Misure di Prevenzione
I-RE-10592-S,immobili,Emilia Romagna,Reggio Emilia,Brescello,Unità immobiliare per uso di abitazione e assimilabile,Unità  uso abit. e assimil. - non definito,Confisca def.,100%,Procura della Repubblica,Bologna,Procedimento Penale
I-RE-12493-S,immobili,Emilia Romagna,Reggio Emilia,Brescello,Terreno,Terreno agricolo,Confisca def.,100%,Tribunale,Reggio Emilia,Misure di Prevenzione
I-RE-12494-S,immobili,Emilia Romagna,Reggio Emilia,Brescello,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,100%,Tribunale,Reggio Emilia,Misure di Prevenzione
I-RE-12495-S,immobili,Emilia Romagna,Reggio Emilia,Brescello,Altra unità immobiliare,Altro,Confisca def.,100%,Tribunale,Reggio Emilia,Misure di Prevenzione
I-RE-12496-S,immobili,Emilia Romagna,Reggio Emilia,Brescello,Unità immobiliare a destinazione commerciale e industriale,"Magazzino, Locale di deposito",Confisca def.,100%,Tribunale,Reggio Emilia,Misure di Prevenzione
I-RE-12497-S,immobili,Emilia Romagna,Reggio Emilia,Brescello,Unità immobiliare a destinazione commerciale e industriale,"Magazzino, Locale di deposito",Confisca def.,100%,Tribunale,Reggio Emilia,Misure di Prevenzione
I-RE-12498-S,immobili,Emilia Romagna,Reggio Emilia,Brescello,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100%,Tribunale,Reggio Emilia,Misure di Prevenzione
I-RE-12499-S,immobili,Emilia Romagna,Reggio Emilia,Brescello,Unità immobiliare a destinazione commerciale e industriale,"Magazzino, Locale di deposito",Confisca def.,100%,Tribunale,Reggio Emilia,Misure di Prevenzione
I-RE-12500-S,immobili,Emilia Romagna,Reggio Emilia,Brescello,Unità immobiliare a destinazione commerciale e industriale,"Magazzino, Locale di deposito",Confisca def.,100%,Tribunale,Reggio Emilia,Misure di Prevenzione
I-RE-12501-S,immobili,Emilia Romagna,Reggio Emilia,Brescello,Altra unità immobiliare,Altro,Confisca def.,100%,Tribunale,Reggio Emilia,Misure di Prevenzione
I-RE-12502-S,immobili,Emilia Romagna,Reggio Emilia,Brescello,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,Confisca def.,100%,Tribunale,Reggio Emilia,Misure di Prevenzione
I-RE-12504-S,immobili,Emilia Romagna,Reggio Emilia,Brescello,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,Confisca def.,100%,Tribunale,Reggio Emilia,Misure di Prevenzione
I-RE-12505-S,immobili,Emilia Romagna,Reggio Emilia,Brescello,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,100%,Tribunale,Reggio Emilia,Misure di Prevenzione
I-RE-12506-S,immobili,Emilia Romagna,Reggio Emilia,Brescello,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,Confisca def.,100%,Tribunale,Reggio Emilia,Misure di Prevenzione
I-RE-12507-S,immobili,Emilia Romagna,Reggio Emilia,Brescello,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,100%,Tribunale,Reggio Emilia,Misure di Prevenzione
I-RE-12508-S,immobili,Emilia Romagna,Reggio Emilia,Brescello,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,100%,Tribunale,Reggio Emilia,Misure di Prevenzione
I-RE-12509-S,immobili,Emilia Romagna,Reggio Emilia,Brescello,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,Confisca def.,100%,Tribunale,Reggio Emilia,Misure di Prevenzione
I-RE-132861-S,immobili,Emilia Romagna,Reggio Emilia,Fabbrico,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,Revoca Seq.,0%,Tribunale,Santa Maria Capua Vetere,Misure di Prevenzione
I-RE-132897-S,immobili,Emilia Romagna,Reggio Emilia,Fabbrico,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Revoca Seq.,0%,Tribunale,Santa Maria Capua Vetere,Misure di Prevenzione
I-RE-132900-S,immobili,Emilia Romagna,Reggio Emilia,Fabbrico,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Revoca Seq.,0%,Tribunale,Santa Maria Capua Vetere,Misure di Prevenzione
I-RE-132901-S,immobili,Emilia Romagna,Reggio Emilia,Fabbrico,Unità immobiliare a destinazione commerciale e industriale,"Negozio, Bottega",Revoca Seq.,0%,Tribunale,Santa Maria Capua Vetere,Misure di Prevenzione
I-RE-132935-S,immobili,Emilia Romagna,Reggio Emilia,Fabbrico,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Revoca Seq.,0%,Tribunale,Santa Maria Capua Vetere,Misure di Prevenzione
I-RE-132938-S,immobili,Emilia Romagna,Reggio Emilia,Fabbrico,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Revoca Seq.,0%,Tribunale,Santa Maria Capua Vetere,Misure di Prevenzione
I-RE-133330-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100%,Tribunale,Reggio Emilia,Misure di Prevenzione
I-RE-133331-S,immobili,Emilia Romagna,Reggio Emilia,Montecchio Emilia,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,100%,Tribunale,Reggio Emilia,Misure di Prevenzione
I-RE-133334-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare per uso di abitazione e assimilabile,Tettoia chiusa o aperta,Confisca def.,100%,Tribunale,Reggio Emilia,Misure di Prevenzione
I-RE-133336-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100%,Tribunale,Reggio Emilia,Misure di Prevenzione
I-RE-133337-S,immobili,Emilia Romagna,Reggio Emilia,Vezzano sul Crostolo,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,100%,Tribunale,Reggio Emilia,Misure di Prevenzione
I-RE-133340-S,immobili,Emilia Romagna,Reggio Emilia,Bibbiano,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,100%,Tribunale,Reggio Emilia,Misure di Prevenzione
I-RE-133342-S,immobili,Emilia Romagna,Reggio Emilia,Vezzano sul Crostolo,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100%,Tribunale,Reggio Emilia,Misure di Prevenzione
I-RE-133343-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,100%,Tribunale,Reggio Emilia,Misure di Prevenzione
I-RE-133349-S,immobili,Emilia Romagna,Reggio Emilia,Vezzano sul Crostolo,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,100%,Tribunale,Reggio Emilia,Misure di Prevenzione
I-RE-133351-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100%,Tribunale,Reggio Emilia,Misure di Prevenzione
I-RE-133352-S,immobili,Emilia Romagna,Reggio Emilia,Vezzano sul Crostolo,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,100%,Tribunale,Reggio Emilia,Misure di Prevenzione
I-RE-133354-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100%,Tribunale,Reggio Emilia,Misure di Prevenzione
I-RE-133355-S,immobili,Emilia Romagna,Reggio Emilia,Bibbiano,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100%,Tribunale,Reggio Emilia,Misure di Prevenzione
I-RE-133356-S,immobili,Emilia Romagna,Reggio Emilia,Bibbiano,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,Confisca def.,100%,Tribunale,Reggio Emilia,Misure di Prevenzione
I-RE-133358-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,100%,Tribunale,Reggio Emilia,Misure di Prevenzione
I-RE-133359-S,immobili,Emilia Romagna,Reggio Emilia,Vezzano sul Crostolo,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100%,Tribunale,Reggio Emilia,Misure di Prevenzione
I-RE-133361-S,immobili,Emilia Romagna,Reggio Emilia,Bibbiano,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100%,Tribunale,Reggio Emilia,Misure di Prevenzione
I-RE-133363-S,immobili,Emilia Romagna,Reggio Emilia,Bibbiano,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,100%,Tribunale,Reggio Emilia,Misure di Prevenzione
I-RE-133364-S,immobili,Emilia Romagna,Reggio Emilia,Bibbiano,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,Confisca def.,100%,Tribunale,Reggio Emilia,Misure di Prevenzione
I-RE-133365-S,immobili,Emilia Romagna,Reggio Emilia,Bibbiano,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,Confisca def.,100%,Tribunale,Reggio Emilia,Misure di Prevenzione
I-RE-133367-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,100%,Tribunale,Reggio Emilia,Misure di Prevenzione
I-RE-133371-S,immobili,Emilia Romagna,Reggio Emilia,Montecchio Emilia,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,100%,Tribunale,Reggio Emilia,Misure di Prevenzione
I-RE-133378-S,immobili,Emilia Romagna,Reggio Emilia,Bibbiano,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100%,Tribunale,Reggio Emilia,Misure di Prevenzione
I-RE-133381-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Terreno,Terreno agricolo,Confisca def.,100%,Tribunale,Reggio Emilia,Misure di Prevenzione
I-RE-133382-S,immobili,Emilia Romagna,Reggio Emilia,Bibbiano,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,Confisca def.,100%,Tribunale,Reggio Emilia,Misure di Prevenzione
I-RE-133384-S,immobili,Emilia Romagna,Reggio Emilia,Montecchio Emilia,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100%,Tribunale,Reggio Emilia,Misure di Prevenzione
I-RE-133385-S,immobili,Emilia Romagna,Reggio Emilia,Montecchio Emilia,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,100%,Tribunale,Reggio Emilia,Misure di Prevenzione
I-RE-133386-S,immobili,Emilia Romagna,Reggio Emilia,Montecchio Emilia,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100%,Tribunale,Reggio Emilia,Misure di Prevenzione
I-RE-133387-S,immobili,Emilia Romagna,Reggio Emilia,Vezzano sul Crostolo,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100%,Tribunale,Reggio Emilia,Misure di Prevenzione
I-RE-133392-S,immobili,Emilia Romagna,Reggio Emilia,Vezzano sul Crostolo,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100%,Tribunale,Reggio Emilia,Misure di Prevenzione
I-RE-133396-S,immobili,Emilia Romagna,Reggio Emilia,Reggio nell'Emilia,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,100%,Tribunale,Reggio Emilia,Misure di Prevenzione
I-RE-133398-S,immobili,Emilia Romagna,Reggio Emilia,Vezzano sul Crostolo,Unità immobiliare a destinazione commerciale e industriale,"Stalla, scuderia",Confisca def.,100%,Tribunale,Reggio Emilia,Misure di Prevenzione
I-RE-133399-S,immobili,Emilia Romagna,Reggio Emilia,Montecchio Emilia,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100%,Tribunale,Reggio Emilia,Misure di Prevenzione
I-RE-133400-S,immobili,Emilia Romagna,Reggio Emilia,Montecchio Emilia,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,100%,Tribunale,Reggio Emilia,Misure di Prevenzione
I-RE-133401-S,immobili,Emilia Romagna,Reggio Emilia,Montecchio Emilia,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Confisca def.,100%,Tribunale,Reggio Emilia,Misure di Prevenzione
I-RE-133403-S,immobili,Emilia Romagna,Reggio Emilia,Bibbiano,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Confisca def.,100%,Tribunale,Reggio Emilia,Misure di Prevenzione
I-RE-36476-S,immobili,Emilia Romagna,Reggio Emilia,Montecchio Emilia,Unità immobiliare a destinazione commerciale e industriale,"Magazzino, Locale di deposito",Confisca def.,100%,Procura della Repubblica,Bologna,Procedimento Penale
I-RE-36478-S,immobili,Emilia Romagna,Reggio Emilia,Montecchio Emilia,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,Confisca def.,100%,Procura della Repubblica,Bologna,Procedimento Penale
I-RE-36479-S,immobili,Emilia Romagna,Reggio Emilia,Montecchio Emilia,Unità immobiliare per uso di abitazione e assimilabile,Abitazione indipendente,Confisca def.,100%,Procura della Repubblica,Bologna,Procedimento Penale
I-RE-36490-S,immobili,Emilia Romagna,Reggio Emilia,Gualtieri,Altra unità immobiliare,Altro,Confisca def.,100%,Procura della Repubblica,Bologna,Procedimento Penale
